UBR Number,UBR Year,Species Name,Number of birds,Details,Date first seen,Location,UBR Status,First NZ record?,Reference,
2019/022,2019,Gull-billed tern,1,Live,Feb-20,Lake Wairarapa,Accepted,No,Miskelly et al. 2021,
2019/021,2019,Erect-crested penguin,1,Live,Feb-07,"Chatham Islands, Mangere Island",Accepted,No,Miskelly et al. 2021,
2019/020,2019,Erect-crested penguin,1,Live,Jan-26,"Chatham Islands, Rangatira Island (South East Island)",Accepted,No,Miskelly et al. 2021,
2019/019,2019,Erect-crested penguin,1,Live,Feb-16,"Chatham Islands, Mangere Island",Accepted,No,Miskelly et al. 2021,
2019/018,2019,Australasian gannet,1,Live,Feb-17,"Chatham Islands, Waitangi, Waitangi Bay",Accepted,No,Miskelly et al. 2021,
2019/017,2019,Australasian gannet,1,Live,Feb-16,"Chatham Islands, Pitt Island, Flowerpot Bay",Accepted,No,Miskelly et al. 2021,
2019/016,2019,Common tern,1,Live,Feb-06,"Lake Ellesmere, Kaitorete Spit",Accepted,No,Miskelly et al. 2021,
2019/015,2019,Fairy tern,3,Live,Jan-06,Porirua Harbour,Not accepted,No,Miskelly et al. 2021,
2019/014,2019,Gull-billed tern,2,Live,Feb-01,"Lake Ellesmere, Wolfes Road",Accepted,No,Miskelly et al. 2021,
2019/013,2019,Gull-billed tern,1,Live,Feb-12,"Tasman District, Waimea Inlet, Bell Island shellbank",Accepted,No,Miskelly et al. 2021,
2019/012,2019,Chatham Island taiko,4,Live,4/03/1997,Not accepted,No,Miskelly et al. 2021,,
2019/011,2019,White-winged black tern,1,Live,Feb-06,"South Wairarapa, Lake Onoke, Onoke Spit",Not accepted,No,Miskelly et al. 2021,
2019/010,2019,Broad-billed sandpiper,1,Live,Jan-22,"Firth of Thames, Miranda Stilt Pond",Accepted,No,Miskelly et al. 2021,
2019/009,2019,Tree martin,6,Live,Jan-27,"Porirua, Pauatahanui, Battle Hill Park",Not accepted,No,Miskelly et al. 2021,
2019/008,2019,White-winged black tern,1,Live,Jan-09,"West Coast, Westland, just north-east of Haast",Accepted,No,Miskelly et al. 2021,
2019/007,2019,Lesser sand plover,1,Live,Jan-22,Manawatu Estuary,Not accepted,No,Miskelly et al. 2021,
2019/006,2019,Common tern,1,Live,Jan-22,"Manawatu, Foxton Beach",Accepted,No,Miskelly et al. 2021,
2019/005,2019,Barn owl,2,Live,Jan-16,"Canterbury, Staveley, Sawmill Road",Not accepted,No,Miskelly et al. 2021,
2019/004,2019,Darter,1,Live,Jan-02,"Auckland, Mangere, John Goulter Drive, Auckland Airport Outdoor Gallery",Not accepted,No,Miskelly et al. 2021,
2019/003,2019,Pink-footed shearwater,1,Live,Nov-23,"At sea east of Stewart Island, Wreck Reef",Accepted,No,Miskelly et al. 2021,
2019/002,2019,New Zealand dabchick,4,Breeding,Dec-21,"Golden Bay, Takaka, Lake Killarney",Accepted,No,Miskelly et al. 2021,
2019/001,2019,Banded rail,3,Live,Jan-07,"Wellington, Pauatahanui Reserve",Accepted,No,Miskelly et al. 2021,
2018/124,2018,Common tern,1,Live,Oct-06,off Otago Peninsula,Accepted,No,Miskelly et al. 2019,
2018/123,2018,Common tern,1,Live,Nov-06,Ashley Estuary,Not accepted,No,Miskelly et al. 2019,
2018/122,2018,Black noddy,1,Live,Dec-18,Chicken Islands,Accepted,No,Miskelly et al. 2019,
2018/121,2018,Hoary-headed grebe,2,Live,Jun-17,"Canterbury, northeast side of Lake Ellesmere, near Halswell rivermouth",Accepted,No,Miskelly et al. 2019,
2018/120,2018,Little whimbrel,1,Live,Dec-01,"Lake Ellesmere, between Embankment & Jarvis Road",Accepted,No,Miskelly et al. 2019,
2018/119,2018,Sanderling,1,Live,Dec-15,"Canterbury, Ashley-Saltwater Creek Estuary, Ashworth’s Spit Beach",Accepted,No,Miskelly et al. 2019,
2018/118,2018,King penguin,1,Live,Jan-26,Barrytown,Accepted,No,Miskelly et al. 2019,
2018/117,2018,Gull-billed tern,1,Live,May-07,"Banks Peninsula, Lake Forsyth",Accepted,No,Miskelly et al. 2019,
2018/116,2018,Bellbird,1,Live,Dec-04,"Tasman Bay, Kaiteriteri, Tapu Bay",Accepted,No,Miskelly et al. 2019,
2018/115,2018,Macquarie Island shag,2,Died,Jul-04,Auckland Islands,Accepted,Yes,Miskelly & Cooper 2020,
2018/114,2018,Black currawong,1,Live,Nov-12,"Napier, Maraenui",Not accepted,No,Miskelly et al. 2019,
2018/113,2018,Arctic tern,1,Live,Nov-14,Foxton Beach,Accepted,No,Miskelly et al. 2019,
2018/112,2018,Common tern,1,Live,Nov-14,Foxton Beach,Accepted,No,Miskelly et al. 2019,
2018/111,2018,Northern shoveler,1,Live,Nov-05,"Lake Ellesmere, Kaitorete Spit",Accepted,No,Miskelly et al. 2019,
2018/110,2018,Little egret,1,Live,Oct-26,Manawatu Estuary,Accepted,No,Miskelly et al. 2019,
2018/109,2018,Antarctic tern,1,Live,Oct-06,off Otago Peninsula,Not accepted,No,Miskelly et al. 2019,
2018/108,2018,Chatham Island taiko,1,Live,Oct-19,"at sea, about 20 nautical mile west of Bounty Islands",Accepted,No,Miskelly et al. 2019,
2018/107,2018,Subantarctic skua,1,Live,Jul-21,off Tutukaka,Accepted,No,Miskelly et al. 2019,
2018/106,2018,Sanderling,1,Live,Feb-05,"Auckland Islands, Enderby Island, Derrycastle Reef",Accepted,No,Miskelly et al. 2019,
2018/105,2018,Antarctic tern,1,Live,Sep-30,east of Cape Saunders,Accepted,No,Miskelly et al. 2019,
2018/104,2018,Northern shoveler,1,Live,Oct-16,"Nelson, Sewage Treatment Plant",Accepted,No,Miskelly et al. 2019,
2018/103,2018,Oriental cuckoo,1,Live,Oct-14,"Greytown, Wood Street",Accepted,No,Miskelly et al. 2019,
2018/102,2018,Nankeen kestrel,1,Live,May-09,Campbell Island,Accepted,No,Miskelly et al. 2019,
2018/101,2018,Cirl bunting,1,Live,Oct-02,"Nelson, Richmond, Angelus Ave",Accepted,No,Miskelly et al. 2019,
2018/100,2018,Banded rail,1,Live,Oct-08,Pauatahanui Reserve,Accepted,No,Miskelly et al. 2019,
2018/099,2018,Common myna,2,Live,Oct-04,"Christchurch, Westmorland, Woodside Common",Accepted,No,Miskelly et al. 2019,
2018/098,2018,Cirl bunting,2,Live,Oct-02,"Nelson, Richmond, Aniseed Valley",Accepted,No,Miskelly et al. 2019,
2018/097,2018,Subantarctic skua,1,Live,Mar-17,Kaikoura,Not accepted,No,Miskelly et al. 2019,
2018/096,2018,Thin-billed prion,1,Live,Jul-24,"Ninety Mile Beach, between Hukatere and the Bluffs",Accepted,No,Miskelly et al. 2019,
2018/095,2018,Little egret,3,Live,Aug-11,"Northland, Awanui, Unahi Road",Accepted,No,Miskelly et al. 2019,
2018/094,2018,Little egret,3,Live,Aug-02,"Northland, Kaimaumau",Accepted,No,Miskelly et al. 2019,
2018/093,2018,White-throated needletail,1,Live,Sep-25,"Akaroa, Takahatua, Old French Rd/Takamatua Bay Rd intersection",Not accepted,No,Miskelly et al. 2019,
2018/092,2018,Little egret,1,Live,Sep-12,"Otago, Blueskin Bay",Not accepted,No,Miskelly et al. 2019,
2018/091,2018,Chukor,1,Live,Sep-10,"Auckland, Coatesville, Donaldson Drive",Not accepted,No,Miskelly et al. 2019,
2018/090,2018,Northern shoveler,1,Live,Jun-17,Lake Ellesmere,Accepted,No,Miskelly et al. 2019,
2018/089,2018,Thin-billed prion,1,Live,Jul-13,"Otago, off Otago Peninsula",Accepted,No,Miskelly et al. 2019,
2018/088,2018,Thin-billed prion,1,Live,Jul-07,"Northland, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2019,
2018/087,2018,Salvin's prion,5,Live,Jul-07,"Northland, east of the Poor Knights Islands",Not accepted,No,Miskelly et al. 2019,
2018/086,2018,Broad-billed prion,7,Live,Jul-07,"Northland, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2019,
2018/085,2018,Arctic tern,1,Live,Jul-07,"Northland, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2019,
2018/084,2018,Antarctic prion,21,Live,Jul-07,"Northland, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2019,
2018/083,2018,Chestnut teal,1,Live,Oct-28,"Palmerston North, Tutaki Road",Not accepted,No,Miskelly et al. 2019,
2018/082,2018,Satin flycatcher,1,Live,Aug-23,"Gisborne, Turanganui river bank",Not accepted,No,Miskelly et al. 2019,
2018/081A,2018,New Zealand dabchick,5,Live,Aug-27,"Golden Bay, Takaka, Lake Killarney",Accepted,No,Miskelly et al. 2019,
2018/081,2018,New Zealand dabchick,2,Live,Oct-04,"Golden Bay, Takaka, Lake Killarney",Accepted,No,Miskelly et al. 2019,
2018/080,2018,White-throated needletail,1,Live,Jan-09,off the coast near Gisborne,Accepted,No,Miskelly et al. 2019,
2018/079,2018,Western rockhopper penguin,1,Live,Mar-10,off Stewart Island,Not accepted,No,Miskelly et al. 2019,
2018/078,2018,Erect-crested penguin,1,Live,Feb-22,off Stewart Island,Not accepted,No,Miskelly et al. 2019,
2018/077,2018,Australasian little grebe,1,Live,Jun-28,"Golden Bay, Takaka, Lake Killarney",Accepted,No,Miskelly et al. 2019,
2018/076,2018,Australian wood duck,1,Live,Aug-02,"Tasman, Westdale Road",Accepted,No,Miskelly et al. 2019,
2018/075,2018,King shag,1,Live,Nov-06,"Kaikoura, Barney's Rock",Not accepted,No,Miskelly et al. 2019,
2018/074A,2018,Otago shag,2,Live,Jul-21,"South Canterbury, Timaru Harbour, North rock mole",Pending,No,,
2018/074,2018,Stewart Island shag,2,Live,Jul-21,"South Canterbury, Timaru Harbour, North rock mole",Accepted,No,Miskelly et al. 2019,
2018/073,2018,Soft-plumaged petrel,1,Live,Jul-07,East of Poor Knights Islands,Accepted,No,Miskelly et al. 2019,
2018/072,2018,Blue petrel,1,Live,Jul-07,East of Poor Knights Islands,Accepted,No,Miskelly et al. 2019,
2018/071,2018,Cape Barren goose,2,Live,Jul-05,"New Plymouth, Omata, Plymouth Road",Accepted,No,Miskelly et al. 2019,
2018/070A,2018,Stewart Island shag,3,Live,Jul-21,"Canterbury, Ashburton Rivermouth",Accepted,No,Miskelly et al. 2019,
2018/070,2018,Kakariki,1,Live,Mar-29,Pureora Forest Park,Submitted,No,,
2018/069,2018,Northern shoveler,1,Live,Oct-17,"Canterbury, Lake Ellesmere, Kaituna Lagoon",Accepted,No,Miskelly et al. 2019,
2018/068,2018,Northern shoveler,2,Live,Jun-17,"Firth of Thames, Miranda",Accepted,No,Miskelly et al. 2019,
2018/067,2018,Northern shoveler,1,Live,Jun-17,"Lake Ellesmere, Kaitorete Spit",Accepted,No,Miskelly et al. 2019,
2018/066,2018,Nankeen kestrel,1,Live,Jun-08,"Northland, Te Werahi Lagoon",Accepted,No,Miskelly et al. 2019,
2018/065,2018,Banded rail,1,Live,Jun-28,"Porirua, Pauatahanui Wildlife Reserve",Accepted,No,Miskelly et al. 2019,
2018/064,2018,Hoary-headed grebe,1,Live,May-20,"Christchurch, Bromley Oxidation Ponds",Accepted,No,Miskelly et al. 2019,
2018/063,2018,Northern shoveler,1,Live,Jun-23,"Hawkes Bay, Porangahau Estuary",Accepted,No,Miskelly et al. 2019,
2018/062,2018,Stewart Island shag,9,Live,Jun-22,"Canterbury, Ashburton Rivermouth",Accepted,No,Miskelly et al. 2019,
2018/061A,2018,Northern shoveler,1,Live,Jul-05,"Nelson, Wakapuaka, Nelson Wastewater treatment plant",Accepted,No,Miskelly et al. 2019,
2018/061,2018,Northern shoveler,1,Live,Jun-16,"Nelson, Wakapuaka, Nelson Wastewater treatment plant",Accepted,No,Miskelly et al. 2019,
2018/060,2018,Sooty tern,1,Live,Nov-23,"Three Kings Island, Rosemary Rock",Accepted,No,Miskelly et al. 2019,
2018/059,2018,Pink-footed shearwater,1,Live,Feb-12,"Kaikoura, off Barney's Rock",Accepted,No,Miskelly et al. 2019,
2018/058,2018,Little egret,1,Live,May-31,Manawatu Estuary,Accepted,No,Miskelly et al. 2019,
2018/057,2018,Black petrel,1,Live,Dec-15,Kaikoura,Accepted,No,Miskelly et al. 2019,
2018/056,2018,New Zealand dabchick,1,Live,Feb-27,"Nelson, Boulder Banks",Accepted,No,Miskelly et al. 2019,
2018/055,2018,King penguin,1,Live,Dec-30,Taieri Mouth,Accepted,No,Miskelly et al. 2019,
2018/054,2018,Northern shoveler,1,Live,May-19,Miranda Stilt Ponds,Accepted,No,Miskelly et al. 2019,
2018/053,2018,White-naped petrel,1,Live,Jan-05,"at sea, south of Kaikoura Peninsula",Accepted,No,Miskelly et al. 2019,
2018/052,2018,Fulmar prion,1,Live,Apr-29,off Otago Peninsula,Not accepted,No,Miskelly et al. 2019,
2018/051,2018,Australasian little grebe,1,Live,Apr-26,"Cheviot, St Anne's Lagoon",Accepted,No,Miskelly et al. 2019,
2018/050,2018,Yellow-eyed penguin,1,Dead,Apr-26,"Horowhenua,Waikawa Stream",Accepted,No,Miskelly et al. 2019,
2018/049,2018,Sanderling,1,Live,Feb-17,"Lake Ellesmere, Embankment Road",Accepted,No,Miskelly et al. 2019,
2018/048,2018,Stewart Island shag,3,Live,Apr-23,"Canterbury, Ashburton Rivermouth",Accepted,No,Miskelly et al. 2019,
2018/047,2018,Snares crested penguin,1,Live,Apr-18,"Stewart Island, Bench Island",Accepted,No,Miskelly et al. 2019,
2018/046,2018,Common tern,1,Live,Apr-20,"Hawkes Bay, Waitangi",Accepted,No,Miskelly et al. 2019,
2018/045,2018,Sacred kingfisher,1,Live,Mar-05,"Chatham Island, Kairakau, Admiral Garden",Accepted,No,Miskelly et al. 2019,
2018/044,2018,White-winged black tern,1,Live,Mar-02,Otago Harbour,Not accepted,No,Miskelly et al. 2019,
2018/043,2018,Common myna,1,Live,Apr-09,"Christchurch, New Brighton",Accepted,No,Miskelly et al. 2019,
2018/042,2018,Black kite,1,Live,Apr-07,"Cape Reinga, Waitaki Landing",Not accepted,No,Miskelly et al. 2019,
2018/041,2018,Little spotted kiwi,1,Live,Mar-14,"Wellington, between Karori Cemetery and Skyline Walkway",Not accepted,No,Miskelly et al. 2019,
2018/040,2018,Common tern,1,Live,Apr-07,Foxton Beach,Not accepted,No,Miskelly et al. 2019,
2018/039,2018,Chestnut-breasted shelduck,2,Live,Mar-25,"Invercargill, New River Estuary",Accepted,No,Miskelly et al. 2019,
2018/038,2018,Chatham Island mollymawk,1,Live,Mar-26,off Otago Peninsula,Not accepted,No,Miskelly et al. 2019,
2018/037,2018,Salvin's prion,1,Live,Mar-26,off Otago Peninsula,Not accepted,No,Miskelly et al. 2019,
2018/036,2018,Thin-billed prion,1,Live,Mar-26,off Otago Peninsula,Accepted,No,Miskelly et al. 2019,
2018/035,2018,Antarctic prion,1,Live,Mar-26,off Otago Peninsula,Not accepted,No,Miskelly et al. 2019,
2018/034,2018,Antarctic prion,1,Live,Mar-26,off Otago Peninsula,Not accepted,No,Miskelly et al. 2019,
2018/033,2018,Antarctic prion,1,Live,Mar-26,off Otago Peninsula,Accepted,No,Miskelly et al. 2019,
2018/032,2018,Antarctic prion,1,Live,Mar-26,off Otago Peninsula,Accepted,No,Miskelly et al. 2019,
2018/031,2018,Antarctic prion,1,Live,Mar-26,off Otago Peninsula,Accepted,No,Miskelly et al. 2019,
2018/030,2018,Antarctic prion,1,Live,Mar-26,off Otago Peninsula,Accepted,No,Miskelly et al. 2019,
2018/029,2018,New Zealand dabchick,2,Live,Jan-27,Lake Elterwater,Accepted,No,Miskelly et al. 2019,
2018/028,2018,Hoary-headed grebe,11,Live,Jan-27,Lake Elterwater,Accepted,No,Miskelly et al. 2019,
2018/027,2018,Common tern,1,Live,Feb-23,Foxton Beach,Accepted,No,Miskelly et al. 2019,
2018/026,2018,Common tern,1,Live,Oct-03,Ashley Estuary River,Not accepted,No,Miskelly et al. 2019,
2018/025,2018,Common tern,1,Live,Jan-13,Motueka,Not accepted,No,Miskelly et al. 2019,
2018/024,2018,Gull-billed tern,1,Live,Apr-04,Lake Ellesmere,Accepted,No,Miskelly et al. 2019,
2018/023,2018,Stewart Island shag,1,Live,Mar-26,"Canterbury, Ashburton Rivermouth",Accepted,No,Miskelly et al. 2019,
2018/022,2018,Cirl bunting,1,Live,Mar-05,"Church Road, Kaitaia",Accepted,No,Miskelly et al. 2019,
2018/021,2018,Common tern,1,Live,Mar-04,Foxton Beach,Accepted,No,Miskelly et al. 2019,
2018/020,2018,Grey-headed mollymawk,1,Live,Sep-01,"Chatham Islands, Te One",Accepted,No,Miskelly et al. 2019,
2018/019,2018,Pacific gull,2,Live,Feb-25,"West Coast, Buller, Punakaiki",Not accepted,No,Miskelly et al. 2019,
2018/018,2018,Pink-footed shearwater,1,Live,Feb-12,Kaikoura,Accepted,No,Miskelly et al. 2019,
2018/017,2018,Erect-crested penguin,1,Live,Feb-13,Akaroa,Accepted,No,Miskelly et al. 2019,
2018/016,2018,Fernbird,2,Live,Feb-18,"Flat Point, Beach Road",Not accepted,No,Miskelly et al. 2019,
2018/015,2018,Gull-billed tern,1,Live,Feb-05,Motueka Sandspit,Accepted,No,Miskelly et al. 2019,
2018/014,2018,Gull-billed tern,1,Live,Jan-31,Motueka Sandspit,Accepted,No,Miskelly et al. 2019,
2018/013,2018,Whiskered tern,1,Live,Jan-21,"Lake Taupo, Tongariro River Mouth (North of Turangi)",Accepted,No,Miskelly et al. 2019,
2018/012,2018,Australian wood duck,8,Live,Jan-28,"Waimea Inlet, Bell Island oxidation ponds",Accepted,No,Miskelly et al. 2019,
2018/011,2018,Gull-billed tern,1,Live,Jan-28,"Tasman District, Waimea Inlet, Bell Island shellbank",Accepted,No,Miskelly et al. 2019,
2018/010,2018,Lesser frigatebird,1,Live,Jan-07,"Auckland, Te Haruhi Bay",Accepted,No,Miskelly et al. 2019,
2018/009,2018,Grey plover,1,Live,Jan-17,"Firth of Thames, Miranda",Accepted,No,Miskelly et al. 2019,
2018/008,2018,Black falcon,1,Live,Jan-22,"Wanaka, Lake Diamond",Not accepted,No,Miskelly et al. 2019,
2018/007,2018,Little whimbrel,1,Live,Jan-15,"Firth of Thames, Miranda Shellbanks",Accepted,No,Miskelly et al. 2019,
2018/006,2018,Black stilt,1,Live,Dec-02,"South Wairarapa, Te Awaiti Road, Sandy Bay",Accepted,No,Miskelly et al. 2019,
2018/005,2018,Hoary-headed grebe,1,Live,Jan-12,"Marlborough, Lake Elterwater",Accepted,No,Miskelly et al. 2019,
2018/004,2018,Red-capped plover,1,Live,Jan-09,"Firth of Thames, Miranda Shellbanks",Accepted,No,Miskelly et al. 2019,
2018/003,2018,Common tern,1,Live,Nov-11,Waikanae River estuary,Accepted,No,Miskelly et al. 2019,
2018/002,2018,New Zealand dotterel,2,Live,Dec-31,Waikanae River estuary,Accepted,No,Miskelly et al. 2019,
2018/001 (reassessment),2018,Manx shearwater,1,Live,Oct-29,off Gisborne,Not accepted,No,Miskelly et al. 2019,
2018/001,2018,Manx shearwater,1,Live,Oct-21,off Gisborne,Not accepted,No,Miskelly et al. 2019,
2017/097,2017,Whiskered tern,1,Live,Dec-27,"Rotorua, Lake Rotoiti, Emery Road",Accepted,No,Miskelly et al. 2019,
2017/096,2017,Reef heron (white morph),1,Live,May-09,"Hokianga Harbour, by Kohukohu wharf",Not accepted,No,Miskelly et al. 2019,
2017/095,2017,Laughing gull,1,Live,Dec-14,"Opotiki, on beach 3 km east",Accepted,No,Miskelly et al. 2019,
2017/094,2017,Gull-billed tern,1,Live,Jun-17,"Halswell Flats, east side of Lake Ellesmere, Canterbury",Accepted,No,Miskelly et al. 2019,
2017/093,2017,Erect-crested penguin,1,Live,Feb-06,"Kaikoura Peninsula, between South Bay and Point Kean",Not accepted,No,Miskelly et al. 2019,
2017/092,2017,Ruff,1,Live,Mar-27,"Kaikoura Peninsula, Point Kean",Not accepted,No,Miskelly et al. 2019,
2017/091,2017,Gull-billed tern,1,Live,Nov-24,"Waimea Inlet, Bell Island shellbank",Accepted,No,Miskelly et al. 2019,
2017/090,2017,Sanderling,1,Live,Sep-26,"Lake Ellesmere, Embankment Road",Accepted,No,Miskelly et al. 2019,
2017/089,2017,Northern pintail,2,Live,Nov-12,"Timaru, Washdyke",Not accepted,No,Miskelly et al. 2019,
2017/088,2017,Whiskered tern,1,Live,Oct-30,"Invercargill, Pleasure Bay, Tip Lagoon",Accepted,No,Miskelly et al. 2019,
2017/087,2017,New Zealand dotterel,1,Live,Dec-05,Ashley Estuary,Accepted,No,Miskelly et al. 2019,
2017/086,2017,Northern shoveler,1,Live,Oct-17,Lake Ellesmere,Not accepted,No,Miskelly et al. 2019,
2017/085,2017,Salvin's prion,1,Live,Jul-14,open sea off Otago Peninsula,Not accepted,No,Miskelly et al. 2019,
2017/084,2017,Chatham Island mollymawk,1,Live,Dec-11,Cook Strait,Not accepted,No,Miskelly et al. 2019,
2017/083,2017,Chatham Island mollymawk,1,Live,Oct-22,off Mahia Peninsula,Accepted,No,Miskelly et al. 2019,
2017/082,2017,Chestnut-breasted shelduck,1,Live,Nov-01,"Invercargill, Pleasure Bay, Tip Lagoon",Accepted,No,Miskelly et al. 2019,
2017/081,2017,Kermadec petrel,1,Live,Dec-24,"Bay of Islands, off Piercy Rock",Accepted,No,Miskelly et al. 2019,
2017/080,2017,Common tern,1,Live,Oct-31,Foxton Beach,Accepted,No,Miskelly et al. 2019,
2017/079,2017,Northern shoveler,2,Live,Oct-23,"Invercargill, Pleasure Bay, Tip Lagoon",Accepted,No,Miskelly et al. 2019,
2017/078,2017,Cirl bunting,1,Live,Oct-01,"Lake Hawea, Lakeview Terrace",Not accepted,No,Miskelly et al. 2019,
2017/077,2017,Little egret,1,Live,Jun-27,Lake Ellesmere,Accepted,No,Miskelly et al. 2019,
2017/076,2017,Fork-tailed swift,2,Live,Jul-18,"Christchurch, Hillsborough",Not accepted,No,Miskelly et al. 2019,
2017/075,2017,Indian Ocean yellow-nosed mollymawk,1,Live,Jul-27,Kaikoura,Accepted,No,Miskelly et al. 2019,
2017/074,2017,Gull-billed tern,2,Live,Aug-05,"Southland, Awarua Bay Road",Accepted,No,Miskelly et al. 2019,
2017/073,2017,White-winged black tern,1,Live,Jan-26,"Nelson, Boulder Bank Drive",Accepted,No,Miskelly et al. 2019,
2017/072,2017,White-winged black tern,1,Live,May-07,"Motueka, Motueka River bridge",Accepted,No,Miskelly et al. 2019,
2017/071,2017,White-winged black tern,1,Live,Oct-05,"Nelson, Boulder Bank Drive",Accepted,No,Miskelly et al. 2019,
2017/070,2017,White-winged black tern,1,Live,Dec-06,"Nelson, Boulder Bank Drive",Accepted,No,Miskelly et al. 2019,
2017/069,2017,New Zealand dabchick,1,Live,Mar-26,"Nelson, Boulder Bank Drive",Accepted,No,Miskelly et al. 2019,
2017/068,2017,New Zealand dabchick,1,Live,Apr-27,"Nelson, Boulder Bank Drive",Accepted,No,Miskelly et al. 2019,
2017/067,2017,New Zealand dabchick,1,Live,Apr-27,"Nelson, Boulder Bank Drive",Accepted,No,Miskelly et al. 2019,
2017/066,2017,New Zealand dabchick,1,Live,May-26,"Nelson, Boulder Bank Drive",Accepted,No,Miskelly et al. 2019,
2017/065,2017,New Zealand dotterel,1,Live,Aug-28,"Canterbury, Ashley Estuary",Accepted,No,Miskelly et al. 2019,
